"구","동","계약년월","p1","p2"
"성동구","상왕십리동","202506",165112,6078.62111370907
"성동구","성수동1가","202401",435333.333333333,10602.9303219085
"성동구","성수동1가","202402",284375,9304.65790311199
"성동구","성수동1가","202403",220731.25,8332.61496539709
"성동구","성수동1가","202404",161288.235294118,8001.27082496139
"성동구","성수동1가","202405",270413.043478261,9537.35022949679
"성동구","성수동1가","202406",262248,9709.97871876435
"성동구","성수동1가","202407",249291.666666667,9719.69771662102
"성동구","성수동1가","202408",202333.333333333,8071.39510847959
"성동구","성수동1가","202409",259964.285714286,9402.77665738482
"성동구","성수동1가","202410",256772.727272727,10202.9960166226
"성동구","성수동1가","202411",330100,11721.1149794099
"성동구","성수동1가","202412",217045.454545455,8605.20882019109
"성동구","성수동1가","202501",196000,10405.0509989388
"성동구","성수동1가","202502",331468.181818182,10134.2573590057
"성동구","성수동1가","202503",228144.736842105,9528.7773203039
"성동구","성수동1가","202504",178241.935483871,8047.36247153831
"성동구","성수동1가","202505",216928.571428571,8809.38110029821
"성동구","성수동1가","202506",228920,9219.66756002933
"성동구","성수동1가","202507",327500,11584.281106456
"성동구","성수동2가","202401",130000,4812.20558748738
"성동구","성수동2가","202402",107250,4273.29990477167
"성동구","성수동2가","202403",168500,5671.72834450249
"성동구","성수동2가","202404",212500,7261.43944582013
"성동구","성수동2가","202405",175760,6211.56731097508
"성동구","성수동2가","202406",173615.384615385,6815.81049174179
"성동구","성수동2가","202407",158857.142857143,6730.08385492489
"성동구","성수동2가","202408",192083.333333333,7483.24338108848
"성동구","성수동2가","202409",191033.333333333,7598.71128919285
"성동구","성수동2가","202410",211125,7798.0225100136
"성동구","성수동2가","202411",173900,6515.39783297297
"성동구","성수동2가","202412",175700,7979.06835819155
"성동구","성수동2가","202501",176716.666666667,8152.43096510666
"성동구","성수동2가","202502",203163.636363636,8411.79353014196
"성동구","성수동2가","202503",208293.333333333,7889.23876315383
"성동구","성수동2가","202504",210966.666666667,8929.94159626414
"성동구","성수동2가","202505",173593.333333333,7366.27538967301
"성동구","성수동2가","202506",192724.137931034,7879.8730094215
"성동구","송정동","202403",100000,3883.67796071601
"성동구","송정동","202404",67500,3762.03344029725
"성동구","송정동","202405",76700,3876.57711924419
"성동구","송정동","202406",81900,3727.53867058071
"성동구","송정동","202407",91377.7777777778,4050.18025657055
"성동구","송정동","202408",80000,4073.78762087625
"성동구","송정동","202410",120000,4665.40999057493
"성동구","송정동","202412",62150,3008.2382240652
"성동구","송정동","202501",107250,4057.5570713485
"성동구","송정동","202502",102750,4003.07891223303
"성동구","송정동","202503",91600,4074.66167166324
"성동구","송정동","202504",92500,3625.10366422311
"성동구","송정동","202505",98666.6666666667,4224.97647110679
"성동구","송정동","202506",110981.818181818,4035.71634969544
"성동구","송정동","202507",135000,3821.41019042717
"성동구","옥수동","202401",170161.111111111,6769.20963936058
"성동구","옥수동","202402",160345.833333333,6571.41175499802
"성동구","옥수동","202403",153269.230769231,7120.21685585218
"성동구","옥수동","202404",155138.157894737,6693.28470469397
"성동구","옥수동","202405",165120.454545455,6645.3290705655
"성동구","옥수동","202406",174174.590163934,7041.31829106043
"성동구","옥수동","202407",172451.470588235,6917.1729195873
"성동구","옥수동","202408",189884.090909091,6610.22419069706
"성동구","옥수동","202409",196250,7769.59201804929
"성동구","옥수동","202410",187177.419354839,7279.79693000173
"성동구","옥수동","202411",171125,7083.51408876442
"성동구","옥수동","202412",174700,7302.11007647502
"성동구","옥수동","202501",165669.696969697,6759.09393753249
"성동구","옥수동","202502",179624.285714286,7326.91178867443
"성동구","옥수동","202503",185166.336633663,7715.8899732344
"성동구","옥수동","202504",191339.285714286,7850.47986849234
"성동구","옥수동","202505",190527.058823529,7684.66535867219
"성동구","옥수동","202506",206877.192982456,7693.59214716564
"성동구","옥수동","202507",215000,10066.7287883159
"성동구","용답동","202406",66300,2575.51500882872
"성동구","용답동","202407",62500,3440.94094094094
"성동구","용답동","202410",85000,3868.96551724138
"성동구","용답동","202506",82000,4529.62838968865
"성동구","응봉동","202401",92840,4841.00564455976
"성동구","응봉동","202402",103850,4817.60159993566
"성동구","응봉동","202403",101906.25,4696.07401954382
"성동구","응봉동","202404",122812.5,4735.90780549192
"성동구","응봉동","202405",116625,5167.32610078858
"성동구","응봉동","202406",109297.222222222,5169.6447137603
"성동구","응봉동","202407",112303.448275862,4870.83149458068
"성동구","응봉동","202408",120690.909090909,5412.32370283266
"성동구","응봉동","202409",126250,5087.88483930243
"성동구","응봉동","202410",117250,5568.44468023478
"성동구","응봉동","202411",135045.454545455,5112.05471916526
"성동구","응봉동","202412",105571.428571429,5558.78048293048
"성동구","응봉동","202501",117337.5,5448.05847231789
"성동구","응봉동","202502",114265.517241379,5414.93911966548
"성동구","응봉동","202503",120734.042553191,5603.66476321152
"성동구","응봉동","202504",133318.181818182,5188.05636545936
"성동구","응봉동","202505",128056.25,5531.48342822319
"성동구","응봉동","202506",133602.380952381,5650.53680258522
"성동구","하왕십리동","202401",106605.263157895,4728.11522096771
"성동구","하왕십리동","202402",127500,5821.07633867783
"성동구","하왕십리동","202403",127259.722222222,5441.01540383366
"성동구","하왕십리동","202404",119691.666666667,5491.22821174193
"성동구","하왕십리동","202405",126735.833333333,5602.76414795611
"성동구","하왕십리동","202406",125287.5,5864.02648142742
"성동구","하왕십리동","202407",134359.756097561,5437.98605598647
"성동구","하왕십리동","202408",120500.2,5218.63142937953
"성동구","하왕십리동","202409",117971.739130435,5612.41963178363
"성동구","하왕십리동","202410",126050,5845.57061246874
"성동구","하왕십리동","202411",130906.896551724,5682.91493357705
"성동구","하왕십리동","202412",120777.272727273,5515.04879129155
"성동구","하왕십리동","202501",126415,5815.46847996095
"성동구","하왕십리동","202502",125550,5877.02239297813
"성동구","하왕십리동","202503",138912.5,6460.61359597761
"성동구","하왕십리동","202504",141880.921052632,6218.40345341291
"성동구","하왕십리동","202505",135192.083333333,6061.78424301898
"성동구","하왕십리동","202506",150917.796610169,6281.40993742435
"성동구","하왕십리동","202507",179500,5062.21947669423
"성동구","행당동","202401",105693.333333333,4759.78291037228
