"구","동","단지명","ym","p1","p2"
"강남구","논현동","아크로힐스논현","2025 년 05 월",250000,9804.97644554429
"강남구","논현동","아크로힐스논현","2025 년 06 월",285000,9610.60888492133
"강남구","논현동","요진보네르","2025 년 02 월",130000,3430.07915567282
"강남구","논현동","은탑리더스카운티","2025 년 01 월",148000,3372.92817679558
"강남구","논현동","은탑리더스카운티","2025 년 03 월",137000,3690.61224489796
"강남구","논현동","지고하임(102동)","2024 년 10 월",127500,5421.33745651334
"강남구","논현동","청학아파트에이동,비동,씨동","2024 년 05 월",152500,5178.53467791727
"강남구","논현동","청학아파트에이동,비동,씨동","2024 년 06 월",133000,5156.25
"강남구","논현동","청학아파트에이동,비동,씨동","2025 년 03 월",135000,5233.78759398496
"강남구","논현동","청학아파트에이동,비동,씨동","2025 년 06 월",141000,5466.40037593985
"강남구","논현동","펜트힐루논현","2024 년 01 월",95214,7241.10896017699
"강남구","논현동","펜트힐루논현","2024 년 06 월",120000,9126.10619469026
"강남구","논현동","펜트힐캐스케이드","2025 년 01 월",92000,7053.90334572491
"강남구","논현동","펜트힐캐스케이드","2025 년 03 월",95000,7240.18475750577
"강남구","논현동","한양수자인어반게이트","2024 년 01 월",21000,4277.77777777778
"강남구","논현동","한양수자인어반게이트","2024 년 04 월",21000,4277.77777777778
"강남구","논현동","한양수자인어반게이트","2024 년 05 월",19500,3108.69565217391
"강남구","논현동","한양수자인어반게이트","2024 년 08 월",20800,4237.03703703704
"강남구","논현동","한양수자인어반게이트","2024 년 10 월",20500,4175.92592592593
"강남구","논현동","한양수자인어반게이트","2024 년 11 월",19400,3951.85185185185
"강남구","논현동","한양수자인어반게이트","2025 년 03 월",20000,4074.07407407407
"강남구","논현동","한진로즈힐","2024 년 04 월",147000,5711.09018130445
"강남구","논현동","한진로즈힐","2024 년 07 월",150000,5827.6430421474
"강남구","논현동","한진로즈힐","2024 년 12 월",159000,6177.30162467624
"강남구","논현동","한진로즈힐","2025 년 02 월",165000,6410.40734636214
"강남구","논현동","한진로즈힐","2025 년 06 월",168000,6526.96020720509
"강남구","논현동","현대인텔렉스","2024 년 10 월",156000,3603.0235162374
"강남구","논현동","현대인텔렉스","2025 년 01 월",170000,3692.73301737757
"강남구","논현동","힐타워","2024 년 02 월",125000,3059.40814358822
"강남구","대치동","개포우성1","2024 년 04 월",304666.666666667,11854.7341115434
"강남구","대치동","개포우성1","2024 년 05 월",309000,12023.3463035019
"강남구","대치동","개포우성1","2024 년 07 월",422500,10689.6544500304
"강남구","대치동","개포우성1","2024 년 11 월",445000,11507.7188308126
"강남구","대치동","개포우성1","2024 년 12 월",340000,13229.5719844358
"강남구","대치동","개포우성1","2025 년 01 월",474000,10929.0074822092
"강남구","대치동","개포우성1","2025 년 02 월",399333.333333333,11818.8798941652
"강남구","대치동","개포우성1","2025 년 03 월",515750,11983.1948704708
"강남구","대치동","개포우성1","2025 년 05 월",507333.333333333,12199.7704703883
"강남구","대치동","개포우성2","2024 년 01 월",352333.333333333,10356.2932075607
"강남구","대치동","개포우성2","2024 년 02 월",405000,10459.3833150728
"강남구","대치동","개포우성2","2024 년 03 월",396000,10226.9525747378
"강남구","대치동","개포우성2","2024 년 04 월",370000,10913.2861543728
"강남구","대치동","개포우성2","2024 년 05 월",404000,10433.5576772578
"강남구","대치동","개포우성2","2024 년 06 월",384750,10974.4742738014
"강남구","대치동","개포우성2","2024 년 08 월",535000,11062.030075188
"강남구","대치동","개포우성2","2024 년 10 월",389500,12292.8861968135
"강남구","대치동","개포우성2","2024 년 12 월",486666.666666667,11658.8299281621
"강남구","대치동","개포우성2","2025 년 01 월",440000,11363.2806385976
"강남구","대치동","개포우성2","2025 년 02 월",411250,12920.2938271683
"강남구","대치동","개포우성2","2025 년 03 월",454333.333333333,13428.5083172143
"강남구","대치동","개포우성2","2025 년 06 월",500000,12912.8189074973
"강남구","대치동","대우아이빌멤버스(891-26)","2024 년 01 월",35000,3277.89760472244
"강남구","대치동","대우아이빌멤버스(891-26)","2024 년 05 월",35000,3226.61749916192
"강남구","대치동","대우아이빌명문가(891-23)","2024 년 09 월",29000,2894.73684210526
"강남구","대치동","대우아이빌명문가(891-23)","2024 년 12 월",29000,2894.73684210526
"강남구","대치동","대우아이빌명문가(891-23)","2025 년 01 월",25000,2412.28070175439
"강남구","대치동","대우아이빌명문가(891-23)","2025 년 03 월",29000,2894.73684210526
"강남구","대치동","대우아이빌명문가(891-23)","2025 년 05 월",53000,3309.99242997729
"강남구","대치동","대치SKVIEW","2024 년 03 월",328000,11588.8650963597
"강남구","대치동","대치SKVIEW","2024 년 07 월",319000,12044.3057627267
"강남구","대치동","대치SKVIEW","2024 년 08 월",332000,12983.1193378088
"강남구","대치동","대치SKVIEW","2024 년 09 월",380000,13426.1241970021
"강남구","대치동","대치SKVIEW","2025 년 02 월",400000,14830.9292535667
"강남구","대치동","대치SKVIEW","2025 년 03 월",405000,14309.4218415418
"강남구","대치동","대치SKVIEW","2025 년 05 월",395000,13956.1027837259
"강남구","대치동","대치SKVIEW","2025 년 06 월",418333.333333333,15268.4905905879
"강남구","대치동","대치동우정에쉐르1","2024 년 05 월",79800,4390.46348782928
"강남구","대치동","대치동우정에쉐르1","2024 년 08 월",79000,4364.6408839779
"강남구","대치동","대치동우정에쉐르1","2024 년 09 월",79200,4374.22594142259
"강남구","대치동","대치동우정에쉐르1","2024 년 10 월",88000,4861.87845303867
"강남구","대치동","대치동우정에쉐르1","2025 년 05 월",59000,3246.08202734245
"강남구","대치동","대치동우정에쉐르2(890-42)","2024 년 08 월",87500,4209.79734655198
"강남구","대치동","대치동우정에쉐르2(890-42)","2025 년 03 월",77500,4266.05504587156
"강남구","대치동","대치르엘","2024 년 01 월",205000,11275.5261912223
"강남구","대치동","대치르엘","2024 년 03 월",255000,10791.6852085302
"강남구","대치동","대치르엘","2024 년 04 월",275000,10704.6426890534
"강남구","대치동","대치르엘","2024 년 07 월",263000,11130.247881739
"강남구","대치동","대치르엘","2024 년 08 월",255000,14025.6545305448
"강남구","대치동","대치르엘","2024 년 09 월",256500,14108.1583807244
"강남구","대치동","대치르엘","2024 년 10 월",279000,12907.9982835999
"강남구","대치동","대치르엘","2025 년 02 월",267000,14685.6853319822
"강남구","대치동","대치르엘","2025 년 03 월",303722.222222222,13963.5023403071
"강남구","대치동","대치르엘","2025 년 06 월",360000,14008.3271722635
"강남구","대치동","대치삼성","2024 년 02 월",189000,10415.8316633267
"강남구","대치동","대치삼성","2024 년 03 월",267000,9050.84745762712
"강남구","대치동","대치삼성","2024 년 04 월",247000,9680.48308352862
"강남구","대치동","대치삼성","2024 년 05 월",239000,9324.89950342871
"강남구","대치동","대치삼성","2024 년 06 월",264333.333333333,9386.95287983295
"강남구","대치동","대치삼성","2024 년 07 월",215000,9917.42885155508
"강남구","대치동","대치삼성","2024 년 08 월",278314.285714286,10031.3464701801
"강남구","대치동","대치삼성","2024 년 10 월",250000,9754.07897848191
"강남구","대치동","대치삼성","2024 년 11 월",300000,10169.4915254237
"강남구","대치동","대치삼성","2025 년 01 월",295500,10016.9491525424
"강남구","대치동","대치삼성","2025 년 02 월",270666.666666667,10046.9090875085
"강남구","대치동","대치삼성","2025 년 03 월",314357.142857143,11912.0250690865
"강남구","대치동","대치삼성","2025 년 05 월",355000,10795.2451161076
"강남구","대치동","대치삼성","2025 년 06 월",305166.666666667,12514.5269617846
"강남구","대치동","대치아이파크","2024 년 02 월",284500,11051.7951736315
"강남구","대치동","대치아이파크","2024 년 03 월",275000,10685.2702225362
"강남구","대치동","대치아이파크","2024 년 04 월",290000,11265.4502648617
"강남구","대치동","대치아이파크","2024 년 06 월",321333.333333333,11412.4751588164
"강남구","대치동","대치아이파크","2024 년 07 월",320200,10973.7692959495
"강남구","대치동","대치아이파크","2024 년 08 월",374000,10734.9743411325
"강남구","대치동","대치아이파크","2024 년 10 월",313285.714285714,12727.2093988032
"강남구","대치동","대치아이파크","2024 년 11 월",362750,12028.8624303594
"강남구","대치동","대치아이파크","2024 년 12 월",407300,11240.0903161064
"강남구","대치동","대치아이파크","2025 년 01 월",330000,12814.7799482231
"강남구","대치동","대치아이파크","2025 년 02 월",334000,12971.6099803146
"강남구","대치동","대치아이파크","2025 년 03 월",388362,13178.9315925636
"강남구","대치동","대치아이파크","2025 년 05 월",394600,12849.5516854213
"강남구","대치동","대치아이파크","2025 년 06 월",428500,13302.8588180183
"강남구","대치동","대치우성아파트1동,2동,3동,5동,6동,7동","2024 년 01 월",240000,9351.75345377258
"강남구","대치동","대치우성아파트1동,2동,3동,5동,6동,7동","2024 년 06 월",277000,7908.12354009862
"강남구","대치동","대치우성아파트1동,2동,3동,5동,6동,7동","2024 년 07 월",302333.333333333,8631.36949563111
"강남구","대치동","대치우성아파트1동,2동,3동,5동,6동,7동","2024 년 09 월",294500,9813.95591935621
"강남구","대치동","대치우성아파트1동,2동,3동,5동,6동,7동","2024 년 10 월",279000,10871.4133900106
"강남구","대치동","대치우성아파트1동,2동,3동,5동,6동,7동","2024 년 11 월",330000,9421.2302102258
"강남구","대치동","대치우성아파트1동,2동,3동,5동,6동,7동","2025 년 02 월",288000,11222.1041445271
"강남구","대치동","대치우성아파트1동,2동,3동,5동,6동,7동","2025 년 03 월",362666.666666667,10926.7419685486
"강남구","대치동","대치우성아파트1동,2동,3동,5동,6동,7동","2025 년 04 월",330000,12858.6609989373
"강남구","대치동","대치우성아파트1동,2동,3동,5동,6동,7동","2025 년 05 월",370000,10563.197508435
"강남구","대치동","대치푸르지오써밋","2024 년 11 월",370000,11932.439524227
"강남구","대치동","대치푸르지오써밋","2025 년 01 월",360000,13986.9196399663
"강남구","대치동","대치푸르지오써밋","2025 년 02 월",336000,13048.5897567158
"강남구","대치동","대치한신휴플러스","2025 년 02 월",168000,6523.12036710201
"강남구","대치동","대치한신휴플러스","2025 년 03 월",172000,6678.43275679492
